date,leader,fish_of_day,coords_raw,UTM_zone,easting,northing,elevation,lat_dec_deg,long_dec_deg,detection,detection_specific,loc_main,loc_specific,loc_comments,radio_freq,radio_id,active,temp_C,signal_strength,gain,surface_temp_C,depth_m,habitat_desc,odfw_spawn_area,comments
10/12/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,105,,,,,,"390 detections, temp ranged  7.6-12.4"
10/14/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,76,,,,,,"50 detections, temp ranged  7.6-10.0"
10/15/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,76,,,,,,"41 detections, temp ranged   7.6-9.2"
10/16/2017,JA,61,,,,,,,,lake,lake,,,in flight agency,250,24,,14.8,,,,,,,
10/16/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,78,,,,,,"25 detections, temp ranged   7.6-8.4"
10/17/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,75,,,,,,"25 detections, temp ranged   7.6-9.2"
10/18/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,57,,,,,,"7 detections, temp ranged  7.6-10.0"
10/19/2017,STATION,5,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,9.2,73,,,,,,"51 detections, temp ranged  7.6-10.0"
10/20/2017,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,98,,,,,,"85 detections, temp ranged  7.6-12.4"
10/21/2017,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,7.6,86,,,,,,"77 detections, temp ranged  7.6-10.8"
10/31/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,24,Y,7.6,222,,,,,,"95 detections, temp ranged 6.8-10.0"
10/31/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array03,250,24,,,,,,,,,
11/27/2017,William Tinniswood,11,,,,,,,,trib,beatty gap,Sprague R,Mainstem: Beatty Gap,near boat ramp (upper) RM 80,250,24,Y,7.6,,,,,,,
12/14/2017,JA,41,,,,,,42.43918399,-121.208013,trib,beatty gap,,,in flight beatty gap,250,24,Y,,,,,,,,
1/26/2018,William Tinniswood,7,,,,,,,,trib,sprague,Sprague R,Mainstem,Near town of Sprague River RM 50,250,24,Y,3.6,,,,,,,
2/14/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,24,Y,2.8,98,,,,,,"101 detections, temp ranged   1.2-4.4"
2/15/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,24,Y,3.6,214,,,,,,"1889 detections, temp ranged   1.2-6.8"
2/16/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,24,Y,4.4,255,,,,,,"336 detections, temp ranged   1.2-5.2"
3/7/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,24,Y,4.4,255,,,,,,"45 detections, temp ranged   4.4-5.2"
4/13/2018,William Tinniswood,1,,,,,,,,lake,lake,UKL,Central: East Side Springs,sucker springs,250,24,y,10,,,,,,,
4/13/2018,USGS,,,,,,,,,lake,lake,Upper Klamath Lake,,PIT Remote Springs Silver North,250,24,,,,,,,,,
4/13/2018,USGS,,,,,,,,,lake,lake,Upper Klamath Lake,,PIT Remote Springs Silver South,250,24,,,,,,,,,
4/19/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,8.4,172,,,,,,"947 detections, temp ranged  5.2-11.6"
4/29/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10.8,127,,,,,,"321 detections, temp ranged  6.8-14.8"
4/30/2018,William Tinniswood,11,,,,,,,,trib,wood delta,Agency L,Wood R Delta,,250,24,y,10.2,,,,,,,from airplane
4/30/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10,145,,,,,,"404 detections, temp ranged  0.4-15.6"
5/1/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,10,157,,,,,,"1126 detections, temp ranged  2.8-14.8"
5/3/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,12.4,154,,,,,,"1028 detections, temp ranged    5.2-18"
5/4/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,130,,,,,,"50 detections, temp ranged   10-18.8"
5/6/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,79,,,,,,"34 detections, temp ranged  2.8-15.6"
5/7/2018,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,138,,,,,,"400 detections, temp ranged  8.4-17.2"
5/8/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,147,,,,,,"530 detections, temp ranged  6.8-19.6"
5/9/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,64,,,,,,"12 detections, temp ranged 13.2-15.6"
5/24/2018,JO,1,,,,,,,,trib,wood delta,Agency L,,wood mouth,250,24,Y,14.8,97,60,,,,,
6/7/2018,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,214,,,,,,"24827 detections, temp ranged    6-20.4. Temp sensor broken"
6/14/2018,JO,3,,,,,,,,trib,wood delta,Agency L,,wood mouth,250,24,Y,,,,,,,,
6/20/2018,STATION,3,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,95,,,,,,"254 detections, temp ranged   10-18.8"
6/21/2018,STATION,4,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,122,,,,,,"1335 detections, temp ranged  8.4-19.6"
6/23/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,105,,,,,,"490 detections, temp ranged    7.6-18"
6/24/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,15.6,152,,,,,,"563 detections, temp ranged  7.6-20.4"
6/25/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,90,,,,,,"63 detections, temp ranged 12.4-17.2"
6/28/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,255,,,,,,"2998 detections, temp ranged    6-19.6"
6/30/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,99,,,,,,"192 detections, temp ranged  8.4-18.8"
7/1/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,114,,,,,,"435 detections, temp ranged  6.8-20.4"
7/2/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,202,,,,,,"5263 detections, temp ranged    6-20.4"
7/6/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,12.4,133,,,,,,"674 detections, temp ranged    6-18.8"
7/7/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,118,,,,,,"435 detections, temp ranged      6-18"
7/8/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,112,,,,,,"610 detections, temp ranged  7.6-18.8"
7/9/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,115,,,,,,"397 detections, temp ranged    8.4-18"
7/10/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,85,,,,,,"410 detections, temp ranged  7.6-18.8"
7/11/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,96,,,,,,"759 detections, temp ranged  8.4-18.8"
7/12/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,172,,,,,,"422 detections, temp ranged  9.2-18.8"
7/13/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,95,,,,,,"565 detections, temp ranged   10-18.8"
7/14/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,123,,,,,,"337 detections, temp ranged 12.4-21.2"
7/15/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,98,,,,,,"476 detections, temp ranged  7.6-20.4"
7/16/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,115,,,,,,"405 detections, temp ranged   10-18.8"
7/17/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,150,,,,,,"10616 detections, temp ranged    6-19.6"
7/22/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,98,,,,,,"228 detections, temp ranged 11.6-19.6"
7/23/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,145,,,,,,"913 detections, temp ranged  8.4-19.6"
7/24/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,15.6,65,,,,,,"328 detections, temp ranged  9.2-19.6"
7/25/2018,WT,1,,,,,,,,trib,wood delta,Agency L,,wood delta,250,24,Y,15.6,,,,,,,
7/25/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,135,,,,,,"730 detections, temp ranged   10-18.8"
7/26/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14.8,85,,,,,,"1528 detections, temp ranged  6.8-20.4"
7/28/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,84,,,,,,"724 detections, temp ranged  6.8-17.2"
7/29/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,92,,,,,,"705 detections, temp ranged    7.6-18"
7/30/2018,STATION,2,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,149,,,,,,"1053 detections, temp ranged  6.8-17.2"
7/31/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,144,,,,,,"854 detections, temp ranged  7.6-16.4"
8/1/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,12.4,198,,,,,,"4774 detections, temp ranged    6-18.8"
8/4/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,12.4,144,,,,,,"2289 detections, temp ranged    6.8-18"
8/6/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,126,,,,,,"988 detections, temp ranged  7.6-16.4"
8/7/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,13.2,255,,,,,,"2966 detections, temp ranged    6-17.2"
8/9/2018,STATION,1,,,,,,,,trib,wood delta,Wood R,Wood Station,wood station,250,24,Y,14,163,,,,,,"1074 detections, temp ranged    6-18.8"
4/15/2017,NH,8,,,,,,,,release,release,UKL,,Shoalwater Bay,250,25,Y,,,,,,,,release site
5/24/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,17.2,244,,,,,,"temp ranged 8.4-20.4, movement likely inward at night"
5/25/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,203,,,,,,"temp ranged 14.8-16.4, movement likely outward in morning"
5/26/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,255,,,,,,"temp ranged 10.0-18.0, movement likely inward in early evening"
5/28/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,16.4,170,,,,,,"temp ranged 15.6-19.6, movement likely outward during just 1/2 hour in early morning"
5/28/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,14.8,255,,,,,,"temp ranged 10-20.4, movement likely inward during early evening, back and forth to at least between antennas all night, and outward in <1hr in morning of 5/29"
5/29/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,218,,,,,,"temp ranged 12.4-21.2, movement likely inward during evening, within inner half of bay overnight, and outward in early morning of 5/30"
5/30/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,17.2,173,,,,,,"temp ranged 13.2-20.4, movement likely inward at night"
5/31/2017,Matt Wyatt,18,42 25.9286 N    122 03.0888 W::5/31/17 at 21:14:59 (UTC),10T,5.78E+05,4.70E+06,1262.3 M,42.432142 N,122.051470 W,trib,short ck,UKL,Short Creek,Short creek,250,25,Y,13.3,120,72,18.7,2,,,
5/31/2017,MW,18,,,,,,42.43216,-122.05141,trib,short ck,UKL,Central: Short Ck,short ck at fork,250,25,Y,13.2,120,72,18.7,2,emergent veg,,tag temp 11.6-13.2
5/31/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,208,,,,,,"temp ranged 14.0-18.0, movement likely outward in early morning"
6/11/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,12.4,174,,,,,,"temp ranged approx. 11.6-14.0, only picked up on outward antenna in late evening"
6/21/2017,Matt Wyatt,1,,,,,,,,trib,short ck,UKL,Short Creek mouth,Short creek mouth,250,25,,14.8,161,75,22.7,,,,
6/22/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,22,103,,,,,,"4 detections on outward antenna late evening, temp ranged 21.2-23.6"
6/23/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,18,255,,,,,,"1169 detections, slow inward movement in evening and night, then outward movement early morning of 6/24, temp ranged 10.0-22.0"
6/24/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,13.2,236,,,,,,"445 detections, inward movement during evening then outward in early morning 6/25, temp ranged 10.8-20.4"
7/7/2017,William Tinniswood,5,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay,,250,25,Y,10,90,53,19.3,,,,Near canbins
8/8/2017,Nick Hahlbeck,6,,,,,,,,trib,pelican bay,Pelican Bay,Rocky Point Shoreline,House w large green roof pelican bay,250,25,Y,10.8,98,70,20.1,,Open water light algae,,
9/4/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,13.2,236,,,,,,"439 detections, outward movement from midnight to morning, temp ranged 10.0-15.6"
9/4/2017,STATION,4,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,111,,,,,,"269 detections on outward antenna from night to morning 9/5, temp ranged 13.2-18.8"
9/5/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,141,,,,,,190 detections on outward antenna from late evening to morning 9/7
9/7/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,103,,,,,,"171 detections on outward antenna from night until early next morning, temp ranged 11.6-18.0"
9/8/2017,STATION,4,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,124,,,,,,"135 detections on outward antenna from night until early next morning, temp ranged  9.2-18.0"
9/9/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,14.8,117,,,,,,"34 detections on outward antenna from night until next morning, temp ranged 11.6-18.8"
9/10/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,14.8,123,,,,,,"500 detections on outward antenna from evening until next morning, temp ranged 10.0-18.0"
9/11/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,126,,,,,,"445 detections on outward antenna from evening until next morning, temp ranged 11.6-19.6"
9/12/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,14.8,129,,,,,,"352 detections on outward antenna from late evening until next morning, temp ranged 11.6-17.2"
9/13/2017,William Tinniswood,10,,,,,,,,junk,junk,UKL,North: Modoc Pt,Near 250 1,250,25,N,20.4,,,,,,,
9/13/2017,William Tinniswood,16,,,,,,,,trib,pelican bay,UKL,,Pelican bay,250,25,Y,14.8,,,19.3,0.8,,,
9/13/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,14.8,136,,,,,,"386 detections on outward antenna from evening until next morning and then sporadically next afternoon, temp ranged 10.8-18.0"
10/16/2017,JA,63,,,,,,,,lake,lake,,,in flight agency straits,250,25,Y,,,,,,,,
10/26/2017,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,25,Y,11.6,172,,,,,,"39 detections, temp ranged 10.8-13.2"
11/23/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array03,250,25,,,,,,,,,
11/25/2017,USGS,,,,,,,,,trib,lower willy,Williamson R,,PIT Remote Weir Array05,250,25,,,,,,,,,
12/7/2017,William Tinniswood,4,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,above chiloquin bridge,250,25,N,,,,,,,,???
1/4/2018,William Tinniswood,9,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,,250,25,Y,6,,,,,,,
1/10/2018,William Tinniswood,3,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,near Kenny Knights,250,25,Y,5.2,,,,,,,
1/12/2018,William Tinniswood,1,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,near Kenny Knights rm 10,250,25,Y,4.4,,,,,,,
1/18/2018,William Tinniswood,2,,,,,,,,trib,lower willy,Williamson R,Mainstem: Below Sprague,Near Kenny Knights rm 10,250,25,Y,5.2,,,,,,,
1/26/2018,William Tinniswood,6,,,,,,,,trib,upper willy,Williamson R,Mainstem: Spring Ck to Sprague,Below Chiloquin Bridge,250,25,Y,6,,,,,,,
2/5/2018,William Tinniswood,2,,,,,,,,trib,upper willy,Williamson R,Mainstem: Above Spring Ck,just above confluence of Spring Creek,250,25,Y,7.6,,,,,,,
2/16/2018,STATION,2,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,25,Y,4.4,255,,,,,,"102 detections, temp ranged   4.4-5.2"
2/26/2018,William Tinniswood,1,,,,,,,,lake,lake,UKL,South: Cove Pt/Hanks Marsh,upper end of hanks marsh,250,25,Y,0.4,,,,,,,
4/17/2018,STATION,1,,,,,,,,trib,lower willy,Williamson R,Williamson Station,williamson station,250,25,Y,8.4,253,,,,,,"36 detections, temp ranged    7.6-10"
4/30/2018,William Tinniswood,13,,,,,,,,lake,lake,UKL,Central: Eagle Ridge,mid eagle ridge,250,25,y,12.4,,,,,,,from airplane
5/7/2018,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,15.6,177,,,,,,"91 detections, moved quickly in and out in very early morning, temp ranged 12.4-18.0"
5/13/2018,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,16.4,153,,,,,,"9 detections on outward antenna in evening, temp ranged 14.8-17.2"
5/15/2018,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,17.2,255,,,,,,"115 detections, moved inward during evening, temp ranged6.0-19.6"
5/18/2018,NH,1,,,,,,,,trib,pelican bay,Pelican Bay,,rocky point shoreline,250,25,Y,11.6,,,,,,,
6/27/2018,NH,2,,,,,,,,trib,pelican bay,Pelican Bay,,rocky point launch,250,25,Y,12.4,187,,,,,,
7/2/2018,WT,,,,,,,,,trib,pelican bay,Pelican Bay,,,250,25,Y,6,,,,,,,
7/6/2018,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,16.4,255,,,,,,"1153 detections, appeared on inward antenna middle of night, moved outward in morning, remained on outward antenna until moving in late evening 7/8"
7/29/2018,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,14.8,158,,,,,,"81 detections on inward antenna during middle of night, temp ranged 7.6-19.6"
7/30/2018,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,25,Y,33.2,196,,,,,,"116 detections on inward antenna throughout day and again in middle of night, temp ranged 10.8-33.2 so sensor is likely broken"
8/16/2018,NH,15,,,,,,,,trib,pelican bay,UKL,,pelican bay boat ramp from rocky pt rd,250,25,Y,7.6,,,,,,,
8/21/2018,JO,13,,,,,,,,trib,pelican bay,UKL,,pelican bay rocky pt buoy,250,25,Y,9.2,,,,,,,
8/25/2018,CD,6,,,,,,,,trib,pelican bay,Pelican bay,Near launch in springs,,250,25,Y,7.6,,,,,,,
9/4/2018,CD,5,,,,,,,,lake,lake,Agency,straights,,250,25,Y,18.8,,,,,,,
9/11/2018,CD,6,,,,,,,,lake,lake,Agency straights,,,250,25,Y,19.6,,,,,,,
10/18/2018,CD,20,,,,,,,,lake,lake,UKL,,eagle ridge middle,250,25,Y,10,,,,,,,
4/15/2017,NH,5,,,,,,,,release,release,UKL,,Shoalwater Bay,250,26,Y,,,,,,,,release site
4/26/2017,JO,1,,,,,,42.29459,-121.93072,lake,lake,UKL,Central: Howard Bay/Skillet Handle,hwy 140 1 mi S of wocus bay ramp,250,26,Y,10,49,80,,,,,
5/1/2017,999,2,42 17.7824 N    121 55.9034 W::5/1/17 at 19:08:26 (UTC),10T,5.88E+05,4.68E+06,1249.5 M,,,lake,lake,Upper Klamath Lake,,Upper Klamath Lake South side of howard bay tag number i 26 on 250,250,26,Y,11.6,92,,,,,,
5/4/2017,MR,3,,,,,,42.40491,-121.82845,lake,lake,UKL,Central: East Side Springs,hwy 97 railroad access rd M.P. 262.5,250,26,Y,15.6,56,81,,,,,
6/2/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,26,Y,15.6,255,,,,,,"temp ranged 8.4-19.6, movement likely slowly inward in morning, outward around noon, within outer half of bay all afternoon, slowly inward during evening, and within inner half of bay at night"
6/3/2017,STATION,2,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,26,Y,16.4,255,,,,,,"temp ranged 13.2-18.8, movement likely outward in early morning"
6/3/2017,STATION,3,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,26,Y,16.4,236,,,,,,"temp ranged 7.6-22.8, movement likely inward during just 1/2 hour in late evening, then within inner half of bay until morning of 6/7 when detections stopped"
6/7/2017,BOR,6,,10T,575776,4701706,,,,trib,pelican bay,Pelican Bay,,crystal ck mouth,250,26,Y,12.4,255,,16.77,3.4,,,"Mouth of Crystal/ WQ taken@ 1meter, pH 7.23, DO 8.58"
6/13/2017,STATION,1,,,,,,,,trib,pelican bay,Pelican Bay,Pelican Bay Station,pelican bay station,250,26,Y,10.8,216,,,,,,"temp ranged 10.0-13.2, movement likely outward at least to middle of bay if not farther around noon"
